Date,T,H,V,RA,SN,TS,FG,PM25,PM10,So2,No2,Co,O3,AQI,AQI Quality
12/05/16,14,50,17.4,1,0,0,0,37,37,3,25,0.5,66,67,Good
13/05/16,19.1,40,13.7,1,0,0,0,31,59,5,40,0.58,63,58,Good
14/05/16,12.7,94,7.2,1,0,0,1,37,32,2,34,0.53,62,58,Good
15/05/16,16.4,38,12.2,0,0,0,0,33,22,2,33,0.5,41,56,Good
16/05/16,23,31,13.3,0,0,0,0,22,53,2,41,0.47,60,55,Good
17/05/16,25,40,11.7,0,0,0,0,54,101,9,48,0.59,117,103,Lightly Polluted
18/05/16,24,49,10.6,0,0,0,0,58,98,7,33,0.52,131,103,Lightly Polluted
19/05/16,23.2,43,10.7,0,0,0,0,83,109,13,36,0.74,164,139,Lightly Polluted
20/05/16,22,47,9.1,0,0,0,0,87,111,18,45,1.05,149,142,Lightly Polluted
21/05/16,22.3,40,8.5,0,0,0,0,67,86,16,42,0.83,130,122,Lightly Polluted
22/05/16,24.3,37,8.3,0,0,0,0,45,82,6,40,0.62,139,100,Good
23/05/16,18,61,11.7,1,0,0,0,78,116,18,51,1.09,107,107,Lightly Polluted
24/05/16,22.8,37,18.5,1,0,0,0,19,41,2,21,0.34,99,54,Good
25/05/16,21.7,39,13.1,1,0,0,0,13,35,4,24,0.32,96,58,Good
26/05/16,24.6,26,14.1,0,0,0,0,21,57,2,28,0.32,82,59,Good
27/05/16,23.1,40,13,0,0,0,0,46,104,11,47,0.62,99,84,Good
28/05/16,24.5,41,13,0,0,0,0,47,86,9,36,0.66,121,96,Good
29/05/16,24.2,26,12,0,0,0,0,31,66,4,27,0.44,103,66,Good
30/05/16,27.5,46,10.6,0,0,0,0,79,145,14,48,1.06,148,127,Lightly Polluted
31/05/16,22.8,36,7.6,0,0,0,0,49,115,10,34,0.87,83,95,Good
1/06/16,23.8,34,8.1,0,0,0,0,34,70,4,38,0.64,92,71,Good
2/06/16,25.6,32,9.8,0,0,0,0,51,85,7,48,0.73,124,106,Lightly Polluted
3/06/16,24.9,45,7.4,0,0,0,0,79,121,19,59,1.17,128,114,Lightly Polluted
4/06/16,25.2,48,9.1,0,0,0,0,87,122,15,36,0.87,155,138,Lightly Polluted
5/06/16,24.2,55,9.6,0,0,0,0,73,105,12,37,0.85,134,120,Lightly Polluted
6/06/16,23.9,67,8.1,1,0,1,0,84,104,6,32,0.87,140,127,Lightly Polluted
7/06/16,22,73,9.8,1,0,0,1,57,69,2,25,0.82,106,87,Good
8/06/16,25,66,8.1,0,0,0,1,122,97,2,34,1.18,125,160,Moderately Polluted
9/06/16,26.2,54,14.3,1,0,1,0,100,84,5,31,0.99,143,163,Moderately Polluted
10/06/16,25.2,49,15.4,1,0,1,0,51,39,2,18,0.65,120,94,Good
11/06/16,25.6,46,9.1,0,0,0,0,9,22,2,19,0.34,78,42,Excellent
12/06/16,25.1,60,10,1,0,1,0,67,75,6,33,0.99,120,116,Lightly Polluted
13/06/16,19.5,92,9.1,1,0,0,0,44,32,2,27,0.6,86,66,Good
14/06/16,18.9,79,8.9,1,0,0,0,34,17,2,23,0.59,73,54,Good
15/06/16,23.6,56,7.4,1,0,1,0,17,31,2,27,0.49,92,49,Excellent
16/06/16,27.2,43,9.4,0,0,0,0,24,51,2,43,0.53,73,61,Good
17/06/16,24.5,55,8.1,1,0,1,0,22,54,2,41,0.51,56,52,Good
18/06/16,26.7,53,9.6,0,0,0,0,38,69,3,43,0.66,104,87,Good
19/06/16,29.3,45,8.9,1,0,0,0,57,86,3,37,0.72,134,112,Lightly Polluted
20/06/16,27.1,67,8.5,1,0,1,0,88,107,4,27,0.99,157,145,Lightly Polluted
21/06/16,27.2,62,8.5,1,0,1,0,84,96,2,29,0.86,139,135,Lightly Polluted
22/06/16,27.7,69,8.7,1,0,1,0,54,72,2,30,0.71,133,94,Good
23/06/16,24.4,69,8.1,1,0,1,0,76,103,5,34,1.05,106,108,Lightly Polluted
24/06/16,26.6,32,12.8,1,0,0,0,13,29,2,28,0.58,61,38,Excellent
25/06/16,29.3,34,9.4,0,0,0,0,16,32,2,26,0.35,78,41,Excellent
26/06/16,30.3,31,11.9,0,0,0,0,39,74,4,39,0.5,113,88,Good
27/06/16,23.8,67,10,1,0,1,0,58,88,6,38,0.68,111,83,Good
28/06/16,21.1,89,5.7,1,0,0,1,69,30,2,31,0.68,68,94,Good
29/06/16,24.1,74,7.4,1,0,1,0,110,24,2,32,0.87,87,145,Lightly Polluted
30/06/16,26.9,56,8.7,0,0,0,0,60,40,2,31,0.7,104,100,Good
1/07/16,26.8,49,8.9,0,0,0,0,12,26,2,21,0.38,87,48,Excellent
2/07/16,27.7,53,8.5,0,0,0,0,43,59,2,35,0.64,102,90,Good
3/07/16,27.9,61,9.6,1,0,0,0,77,103,7,42,0.93,114,108,Lightly Polluted
4/07/16,27.2,62,8.7,0,0,0,0,130,123,4,31,1.23,124,178,Moderately Polluted
5/07/16,27.6,54,9.1,0,0,0,0,92,90,4,27,0.98,132,134,Lightly Polluted
6/07/16,28.7,52,9.3,0,0,0,0,74,96,4,33,0.91,142,124,Lightly Polluted
7/07/16,28.6,59,10.6,0,0,0,0,109,124,7,31,1.23,152,151,Moderately Polluted
8/07/16,28.4,68,8.5,0,0,0,0,91,105,5,32,1.19,111,126,Lightly Polluted
9/07/16,30.4,62,9.4,0,0,0,0,80,85,3,31,0.79,112,114,Lightly Polluted
10/07/16,31.7,54,11.7,0,0,0,0,92,95,3,27,0.81,121,139,Lightly Polluted
11/07/16,32,53,13.3,0,0,0,0,87,100,6,27,0.71,118,119,Lightly Polluted
12/07/16,25.3,78,10,1,0,0,0,31,43,3,27,0.58,67,56,Good
13/07/16,31.2,42,9.1,0,0,0,0,18,35,2,29,0.51,92,56,Good
14/07/16,26.5,61,9.4,1,0,0,0,34,61,3,40,0.81,89,62,Good
15/07/16,21.7,83,9.8,1,0,0,0,34,28,2,27,0.68,66,50,Excellent
16/07/16,23.9,69,7,1,0,0,0,35,41,2,35,0.73,52,51,Good
17/07/16,26.5,67,7.2,0,0,0,0,75,85,2,40,1.1,111,107,Lightly Polluted
18/07/16,25.8,79,5.2,1,0,0,0,106,120,3,49,1.25,85,141,Lightly Polluted
19/07/16,23.9,88,8,1,0,0,0,93,58,2,43,1.22,41,125,Lightly Polluted
20/07/16,22.1,94,17.2,1,0,0,0,35,3,2,17,0.73,49,57,Good
21/07/16,24.4,94,5.4,1,0,0,1,23,28,2,24,0.81,38,38,Excellent
22/07/16,28,80,6.9,0,0,0,0,75,47,2,28,1.05,86,103,Lightly Polluted
23/07/16,27.7,83,8.7,1,0,1,0,120,108,2,33,1.18,95,163,Moderately Polluted
24/07/16,29.1,78,6.7,1,0,1,0,63,67,2,29,0.88,92,90,Good
25/07/16,27.5,74,9.3,1,0,0,0,42,49,2,28,0.8,62,66,Good
26/07/16,28.6,63,6.1,0,0,0,0,17,33,2,20,0.57,89,46,Excellent
27/07/16,27.9,72,9.6,1,0,1,0,46,69,2,32,0.74,119,97,Good
28/07/16,28.8,73,6.7,0,0,0,0,47,59,2,27,0.67,112,77,Good
29/07/16,29.1,79,7.6,1,0,1,0,123,135,2,27,1.36,145,163,Moderately Polluted
30/07/16,26.2,85,8.3,1,0,1,0,132,209,2,29,1.6,71,199,Moderately Polluted
31/07/16,26,85,6.7,1,0,0,0,53,42,2,28,1.01,71,73,Good
1/08/16,28.1,78,6.9,1,0,0,0,66,68,2,27,1.18,94,90,Good
2/08/16,29.2,67,7.6,0,0,0,0,49,43,2,28,1,91,85,Good
3/08/16,30.4,67,6.5,0,0,0,0,53,67,2,30,0.89,120,101,Lightly Polluted
4/08/16,29.4,74,8.3,0,0,0,0,99,104,2,31,1.4,131,135,Lightly Polluted
5/08/16,28.9,76,6.9,0,0,0,0,64,74,2,26,0.84,92,90,Good
6/08/16,28.6,76,10,1,0,1,0,99,116,2,31,0.96,95,133,Lightly Polluted
7/08/16,26.9,76,7,1,0,0,0,18,20,2,16,0.62,83,43,Excellent
8/08/16,27.3,62,7.4,0,0,0,0,30,42,2,23,0.77,88,62,Good
9/08/16,28.6,68,8.3,0,0,0,0,44,64,5,35,1.14,107,84,Good
10/08/16,30.3,72,11.7,0,0,0,0,82,93,2,25,0.94,98,109,Lightly Polluted
11/08/16,31.2,75,8.5,1,0,0,0,85,101,2,25,0.95,90,114,Lightly Polluted
12/08/16,26.9,83,9.4,1,0,1,0,59,72,2,34,0.85,44,84,Good
13/08/16,26.6,64,11.5,1,0,0,0,21,34,2,37,0.67,22,36,Excellent
14/08/16,29.1,59,8.3,1,0,0,0,18,42,2,34,0.6,79,50,Excellent
15/08/16,23.6,70,8,1,0,0,0,20,35,2,27,0.6,63,42,Excellent
16/08/16,27.2,66,8.1,0,0,0,0,22,37,2,29,0.58,77,53,Good
17/08/16,25.2,86,4.8,1,0,0,0,59,74,2,53,0.95,30,82,Good
18/08/16,23.2,91,10.6,1,0,0,0,74,3,2,38,1.6,29,99,Good
19/08/16,27.5,68,9.3,0,0,0,0,17,23,2,22,0.9,71,39,Excellent
20/08/16,26.8,68,5.9,0,0,0,0,52,64,2,34,1.03,99,89,Good
21/08/16,28.6,69,8.1,0,0,0,0,51,71,2,37,0.92,126,107,Lightly Polluted
22/08/16,28.7,59,9.1,0,0,0,0,51,70,3,30,0.93,108,88,Good
23/08/16,26.4,71,6.7,1,0,0,0,69,89,5,38,0.9,81,93,Good
24/08/16,28.2,67,8.9,1,0,0,0,79,96,3,45,1.03,83,106,Lightly Polluted
25/08/16,22.8,47,14.1,0,0,0,0,19,27,2,23,0.42,56,43,Excellent
26/08/16,23.6,44,9.1,0,0,0,0,9,23,2,28,0.37,52,31,Excellent
27/08/16,24.4,41,10.6,1,0,0,0,14,36,2,36,0.44,40,39,Excellent
28/08/16,25.2,40,8.7,0,0,0,0,10,28,2,31,0.31,53,34,Excellent
29/08/16,24.8,49,6.9,0,0,0,0,17,43,2,40,0.46,61,48,Excellent
30/08/16,24.7,54,7.6,1,0,0,0,28,62,2,44,0.59,92,70,Good
31/08/16,29.3,16,24.1,0,0,0,0,16,37,2,37,0.43,54,41,Excellent
1/09/16,22.7,50,9.1,1,0,0,0,7,30,2,28,0.33,45,33,Excellent
2/09/16,23.8,61,8.1,1,0,0,0,11,32,2,30,0.39,25,33,Excellent
3/09/16,25.8,61,7.8,0,0,0,0,18,39,2,31,0.43,64,42,Excellent
4/09/16,23.8,70,9.8,0,0,0,0,80,102,4,43,1.04,91,112,Lightly Polluted
5/09/16,24.8,55,9.8,0,0,0,0,27,38,2,29,0.51,72,49,Excellent
6/09/16,26.6,45,11.1,1,0,0,0,17,36,3,37,0.5,37,38,Excellent
7/09/16,22.8,63,9.4,1,0,1,0,41,63,5,37,0.68,87,73,Good
8/09/16,24.6,48,9.8,0,0,0,0,20,40,2,41,0.57,48,41,Excellent
9/09/16,24.2,49,10,0,0,0,0,17,38,2,39,0.5,37,40,Excellent
10/09/16,24.3,52,9.6,1,0,1,0,15,39,2,39,0.46,46,38,Excellent
11/09/16,20.9,76,7,0,0,1,0,32,44,2,28,0.77,77,53,Good
12/09/16,22.8,68,7,1,0,1,0,31,43,2,32,0.74,64,47,Excellent
13/09/16,22.3,81,5.2,0,0,0,0,86,93,2,49,1.01,64,115,Lightly Polluted
14/09/16,22.9,77,6.7,1,0,1,0,101,112,3,46,1.04,76,136,Lightly Polluted
15/09/16,24.7,72,6.5,0,0,0,0,69,82,3,40,0.83,88,96,Good
16/09/16,23.7,76,6.3,1,0,1,0,133,144,3,36,1.15,99,183,Moderately Polluted
17/09/16,20.4,79,5.7,1,0,1,0,41,43,2,34,0.77,37,61,Good
18/09/16,17.2,81,10.4,1,0,0,0,22,14,2,27,0.57,16,32,Excellent
19/09/16,18.7,57,10,0,0,0,0,10,20,2,31,0.41,33,27,Excellent
20/09/16,19.6,57,6.9,0,0,0,0,18,36,2,40,0.51,45,39,Excellent
21/09/16,18.1,78,5.6,1,0,0,0,63,95,4,73,0.95,21,89,Good
22/09/16,20,79,5.7,1,0,1,1,99,122,6,53,1.04,53,132,Lightly Polluted
23/09/16,21.2,78,7.4,1,0,1,1,121,63,2,42,1.11,97,160,Moderately Polluted
24/09/16,22.6,77,5.6,0,0,0,0,111,129,3,49,1.06,90,147,Lightly Polluted
25/09/16,22.3,78,8.3,1,0,1,0,162,153,3,48,1.5,68,210,Heavily Polluted
26/09/16,19.1,85,10.4,1,0,0,1,58,57,2,41,1.15,46,80,Good
27/09/16,15.6,43,19.1,0,0,0,0,24,32,2,23,0.61,41,44,Excellent
28/09/16,12.9,53,7.2,0,0,0,0,13,29,2,32,0.38,33,30,Excellent
29/09/16,15.4,60,7.4,0,0,0,0,51,80,4,55,0.63,44,76,Good
30/09/16,17.8,62,6.3,0,0,0,0,97,130,6,70,0.9,67,128,Lightly Polluted
1/10/16,18.3,71,5.2,1,0,0,0,165,195,9,81,1.33,57,214,Heavily Polluted
2/10/16,20.5,72,6.3,1,0,0,0,183,191,5,69,1.37,66,234,Heavily Polluted
3/10/16,22.2,66,10.2,1,0,0,0,120,145,2,56,1.12,57,160,Moderately Polluted
4/10/16,15,86,8.5,1,0,0,0,33,53,3,33,1.05,21,56,Good
5/10/16,16.1,82,7.2,1,0,0,0,55,63,2,38,1.18,23,76,Good
6/10/16,14.7,86,9.6,1,0,0,0,72,86,3,46,1.62,5,97,Good
7/10/16,12.8,73,12.2,1,0,0,0,39,12,2,41,1.61,9,56,Good
8/10/16,9.8,53,13.1,0,0,0,0,11,22,2,22,0.41,41,29,Excellent
9/10/16,9.8,66,6.5,0,0,0,0,31,59,3,49,0.68,14,55,Good
10/10/16,11.8,74,6.1,0,0,0,0,87,116,8,73,1.12,13,117,Lightly Polluted
11/10/16,14.3,72,7,1,0,0,0,116,129,6,63,1.4,26,154,Moderately Polluted
12/10/16,13.8,79,4.8,0,0,0,0,77,98,5,60,1.17,21,103,Lightly Polluted
13/10/16,15.6,83,5,0,0,0,1,150,173,4,70,1.48,33,193,Moderately Polluted
14/10/16,14.3,90,5.2,0,0,0,1,241,284,5,88,1.95,29,292,Heavily Polluted
15/10/16,15,87,4.6,1,0,0,0,190,218,3,83,1.91,3,241,Heavily Polluted
16/10/16,14.3,86,7.4,0,0,0,1,119,29,2,58,1.05,20,158,Moderately Polluted
17/10/16,16.5,62,7,0,0,0,0,59,78,2,49,0.85,26,83,Good
18/10/16,16,86,4.4,0,0,0,0,117,153,5,69,1.73,6,154,Moderately Polluted
19/10/16,16.4,86,6.7,0,0,0,1,225,244,4,78,2.21,16,276,Heavily Polluted
20/10/16,12.5,73,10.7,1,0,0,0,94,94,6,51,1.45,13,126,Lightly Polluted
21/10/16,11.1,87,7.2,1,0,0,0,42,20,2,37,0.81,18,60,Good
22/10/16,10.3,66,10.6,0,0,0,0,14,13,2,27,0.55,19,24,Excellent
23/10/16,10,65,5.2,0,0,0,0,26,46,2,40,0.59,17,45,Excellent
24/10/16,8.7,86,4.4,1,0,0,1,60,106,2,55,1.09,3,88,Good
25/10/16,11.7,76,8.5,0,0,0,0,96,131,2,70,1.42,4,128,Lightly Polluted
26/10/16,12.1,45,10.9,1,0,0,0,43,80,2,47,0.79,21,76,Good
27/10/16,8.2,80,9.1,1,0,0,0,30,52,4,48,1,6,52,Good
28/10/16,6.6,40,16.1,0,0,0,0,10,22,2,27,0.39,31,28,Excellent
29/10/16,5.9,54,9.3,0,0,0,0,23,56,4,44,0.54,19,51,Good
30/10/16,5.7,37,17.8,0,0,0,0,43,80,5,42,0.75,23,66,Good
31/10/16,2.1,28,13.3,0,0,0,0,8,22,2,16,0.3,45,29,Excellent
1/11/16,1.6,57,5,0,0,0,0,40,67,7,51,0.69,17,62,Good
2/11/16,4.7,60,6.7,0,0,0,0,99,139,9,76,1.36,12,132,Lightly Polluted
3/11/16,5,80,5.6,0,0,0,1,182,225,8,100,2.37,7,227,Heavily Polluted
4/11/16,6.4,91,6.3,1,0,0,1,242,283,5,116,3.33,6,293,Heavily Polluted
5/11/16,8.6,72,9.1,0,0,0,1,179,205,4,95,3.16,18,229,Heavily Polluted
6/11/16,7.1,53,10,1,0,0,0,71,91,8,53,1.17,24,96,Good
7/11/16,6.6,41,19.3,0,0,0,0,39,50,3,38,0.8,26,57,Good
8/11/16,3.9,57,5.9,0,0,0,0,34,59,6,48,0.8,17,55,Good
9/11/16,4.7,76,6.5,0,0,0,0,148,183,12,81,2.42,3,190,Moderately Polluted
10/11/16,5.3,66,8.5,1,0,0,1,130,155,6,62,1.31,13,170,Moderately Polluted
12/11/16,8.2,64,6.7,0,0,0,0,74,122,9,64,1.5,11,99,Good
13/11/16,7.4,78,6.3,0,0,0,0,93,149,10,69,2.13,3,125,Lightly Polluted
14/11/16,7.3,22,14.6,0,0,0,0,42,80,3,34,0.94,37,78,Good
15/11/16,4.4,55,6.9,0,0,0,0,62,110,16,71,1.87,13,88,Good
16/11/16,5.3,68,5.7,0,0,0,0,97,142,14,79,2.19,7,129,Lightly Polluted
17/11/16,6.1,65,5,0,0,0,0,114,159,21,70,2.56,3,151,Moderately Polluted
18/11/16,6.5,89,5.2,1,0,0,1,188,279,19,85,3.75,2,239,Heavily Polluted
19/11/16,8.7,59,11.1,1,0,0,0,123,151,8,62,1.85,20,162,Moderately Polluted
20/11/16,1.5,84,15.4,1,1,0,0,52,59,3,41,1.14,9,73,Good
21/11/16,-2.9,39,31.3,0,1,0,0,9,14,2,13,0.36,54,26,Excellent
22/11/16,-3.4,36,19.3,0,0,0,0,7,20,3,18,0.39,47,28,Excellent
23/11/16,-1.8,34,13.3,0,0,0,0,17,31,7,31,0.55,32,33,Excellent
24/11/16,-1.9,54,5.7,0,0,0,0,67,93,16,64,1.33,13,94,Good
26/11/16,1.7,59,8.9,0,0,0,0,254,356,21,112,3.35,7,306,Severely Polluted
27/11/16,0.8,36,10.7,0,0,0,0,56,94,6,44,0.97,34,79,Good
28/11/16,0.2,53,5.4,0,0,0,0,58,95,16,73,1.57,8,81,Good
29/11/16,1.8,70,5.6,0,0,0,0,96,142,25,79,2.57,3,128,Lightly Polluted
30/11/16,4.4,45,12.2,0,0,0,0,89,127,14,65,2.15,22,123,Lightly Polluted
1/12/16,1.7,42,8,0,0,0,0,27,46,7,42,0.74,37,47,Excellent
2/12/16,1.3,54,5.6,0,0,0,0,92,116,18,81,1.98,8,123,Lightly Polluted
3/12/16,1.1,76,5,0,0,0,1,191,232,23,107,3.2,5,232,Heavily Polluted
4/12/16,2,67,6.3,0,0,0,1,246,301,17,102,3.57,9,291,Heavily Polluted
5/12/16,-0.5,35,15.6,0,0,0,0,49,79,7,40,1.07,31,78,Good
6/12/16,-0.7,48,6.1,0,0,0,0,75,115,19,85,2.11,7,103,Lightly Polluted
7/12/16,2.1,62,7,0,0,0,0,120,159,21,94,2.56,8,159,Moderately Polluted
8/12/16,2.6,36,20,0,0,0,0,91,125,10,54,1.79,34,132,Lightly Polluted
9/12/16,-0.7,42,7.8,0,0,0,0,21,36,8,38,0.7,32,37,Excellent
10/12/16,-1.7,46,5,0,0,0,0,46,70,14,62,1.39,11,67,Good
11/12/16,0.6,65,6.1,0,0,0,0,159,193,31,97,3.21,5,204,Heavily Polluted
12/12/16,1.9,58,8.5,0,0,0,0,219,242,38,101,2.92,6,270,Heavily Polluted
13/12/16,-0.2,29,13.3,0,0,0,0,56,60,9,50,1.25,26,78,Good
14/12/16,-1.9,36,7.4,0,0,0,0,24,38,9,42,0.74,32,40,Excellent
15/12/16,-1.3,36,15.6,0,0,0,0,25,51,9,40,0.85,31,51,Good
16/12/16,-0.8,50,5.4,0,0,0,0,101,134,20,87,2.07,8,135,Lightly Polluted
17/12/16,-1.1,68,4.3,0,0,0,1,184,211,30,102,3.14,5,229,Heavily Polluted
18/12/16,-0.8,64,5.6,0,0,0,1,219,245,24,100,3.42,7,270,Heavily Polluted
19/12/16,-0.3,68,4.6,0,0,0,1,214,247,22,107,3.88,7,265,Heavily Polluted
20/12/16,-2.1,94,5.6,0,1,0,1,365,422,8,133,7.67,4,409,Severely Polluted
21/12/16,0.8,73,6.5,0,0,0,1,393,429,10,152,7.97,4,429,Severely Polluted
22/12/16,0.4,35,18.3,0,0,0,0,93,170,6,45,1.95,39,151,Moderately Polluted
23/12/16,-2.3,45,6.7,0,0,0,0,31,42,7,43,0.74,26,47,Excellent
24/12/16,-3.1,67,4.4,0,0,0,0,117,143,24,86,2.57,6,155,Moderately Polluted
25/12/16,-0.6,68,5.9,0,0,0,0,145,167,27,94,2.81,4,191,Moderately Polluted
26/12/16,-1.6,30,10,0,0,0,0,45,54,15,47,1.01,31,64,Good
27/12/16,-1.6,46,9.3,0,0,0,0,35,53,8,41,0.81,31,54,Good
28/12/16,-2.2,32,19.3,0,0,0,0,57,74,9,37,0.97,29,85,Good
29/12/16,-3.9,44,6.7,0,0,0,0,54,79,11,49,1.02,19,75,Good
30/12/16,-5,68,3.9,0,0,0,0,201,245,19,96,3.17,4,249,Heavily Polluted
1/01/17,-4.4,87,5.9,0,1,0,1,430,501,8,131,6.43,4,454,Severely Polluted
2/01/17,-1.2,57,7,0,0,0,1,161,246,12,92,3.14,24,220,Heavily Polluted
3/01/17,-1.7,67,4.8,0,0,0,1,290,380,17,137,5.61,9,338,Severely Polluted
4/01/17,-0.1,80,6.9,0,0,0,1,344,452,18,145,7.28,8,393,Severely Polluted
5/01/17,-0.9,75,5,0,1,0,0,224,275,15,109,5.55,5,276,Heavily Polluted
6/01/17,0.4,73,3.9,0,0,0,0,194,190,23,104,4.28,7,245,Heavily Polluted
7/01/17,0.9,79,8.3,1,1,0,1,165,128,17,80,3.22,6,211,Heavily Polluted
8/01/17,2.7,34,24.6,0,0,0,0,36,22,9,33,0.97,42,54,Good
9/01/17,0.3,34,17.2,0,0,0,0,32,44,6,36,0.76,38,49,Excellent
10/01/17,-2.4,33,11.7,0,0,0,0,23,40,6,32,0.64,45,44,Excellent
11/01/17,-0.8,37,11.1,0,0,0,0,56,81,18,70,1.54,14,77,Good
12/01/17,1.7,30,21.7,0,0,0,0,39,57,11,46,0.88,38,59,Good
13/01/17,-1.7,20,23.2,0,0,0,0,7,20,4,19,0.38,60,30,Excellent
14/01/17,-2.1,35,8.3,0,1,0,0,18,37,10,41,0.8,32,35,Excellent
15/01/17,-3,70,6.7,0,1,0,0,51,69,10,48,0.99,18,72,Good
16/01/17,-1.6,71,4.1,0,1,0,0,92,107,17,65,1.71,4,123,Lightly Polluted
17/01/17,-2.6,60,7.8,0,0,0,0,132,144,20,71,2.11,10,176,Moderately Polluted
18/01/17,-2.3,43,8.3,0,1,0,0,37,50,9,48,0.83,26,53,Good
19/01/17,-5.8,32,32.6,0,0,0,0,45,88,13,36,1.17,39,85,Good
20/01/17,-6.2,36,8,0,0,0,0,21,34,7,31,0.69,48,40,Excellent
21/01/17,-5.1,25,23.5,0,0,0,0,25,49,9,28,0.78,48,53,Good
22/01/17,-6.6,37,7.2,0,0,0,0,23,34,10,38,0.79,37,36,Excellent
23/01/17,-6.8,46,5,0,0,0,0,32,44,12,45,0.98,29,46,Excellent
24/01/17,-3.4,45,5.7,0,0,0,0,85,100,27,73,2.04,15,114,Lightly Polluted
25/01/17,-2.9,61,4.3,0,0,0,0,171,186,38,91,3.22,14,221,Heavily Polluted
26/01/17,0.4,35,24.8,0,0,0,0,159,196,25,62,2.66,33,203,Heavily Polluted
27/01/17,-1.9,39,7.6,0,0,0,0,60,88,20,28,0.72,59,85,Good
28/01/17,-1.6,54,9.4,0,0,0,0,337,419,81,69,2.62,16,364,Severely Polluted
29/01/17,-4.4,25,23.7,0,0,0,0,39,75,10,16,0.72,61,80,Good
30/01/17,-2.3,18,9.8,0,0,0,0,24,31,9,19,0.56,62,47,Excellent
31/01/17,-1.5,22,9.4,0,0,0,0,75,86,27,40,1.26,45,102,Lightly Polluted
1/02/17,-3.1,25,9.1,0,0,0,0,30,49,12,24,0.6,56,54,Good
2/02/17,-2.3,30,6.7,0,0,0,0,80,101,29,58,1.53,31,107,Lightly Polluted
3/02/17,0.2,40,4.4,0,0,0,0,154,181,43,83,2.57,25,196,Moderately Polluted
4/02/17,3.3,38,9.8,0,0,0,0,247,280,49,92,3.23,33,294,Heavily Polluted
5/02/17,6.2,17,18,0,0,0,0,12,16,6,23,0.46,64,32,Excellent
6/02/17,0.4,27,9.4,0,0,0,0,12,23,6,26,0.47,55,35,Excellent
7/02/17,-1.9,64,7.4,0,1,0,0,75,93,20,59,1.51,17,101,Lightly Polluted
8/02/17,-0.8,25,29.1,0,0,0,0,32,50,6,26,0.73,56,60,Good
9/02/17,-0.9,21,31.7,0,0,0,0,6,20,2,10,0.3,73,36,Excellent
10/02/17,0.6,17,24.4,0,0,0,0,6,22,2,13,0.31,74,38,Excellent
11/02/17,0.2,29,6.9,0,0,0,0,42,66,17,43,0.87,45,62,Good
12/02/17,0.9,37,6.5,0,0,0,0,104,132,41,76,2.28,23,138,Lightly Polluted
13/02/17,3.4,36,8.3,0,0,0,0,79,104,23,66,2.06,32,109,Lightly Polluted
14/02/17,-1.1,74,7,0,0,0,0,176,190,30,95,2.89,12,225,Heavily Polluted
15/02/17,2.5,53,8.7,0,0,0,0,232,209,35,105,3.16,22,283,Heavily Polluted
16/02/17,3.7,22,23.2,0,0,0,0,107,71,18,54,1.44,47,145,Lightly Polluted
17/02/17,1,22,13,0,0,0,0,20,37,6,27,0.52,59,45,Excellent
18/02/17,3.5,35,8.1,0,0,0,0,83,119,25,71,1.58,25,111,Lightly Polluted
19/02/17,5,22,24.1,0,0,0,0,97,143,24,61,1.41,43,150,Lightly Polluted
20/02/17,-0.8,26,9.3,0,0,0,0,10,31,4,23,0.42,62,39,Excellent
21/02/17,-2.3,71,8.5,0,1,0,0,60,77,14,58,1.32,17,83,Good
22/02/17,1.5,45,19.8,0,0,0,0,76,50,6,40,1.08,41,106,Lightly Polluted
23/02/17,3.3,30,13,0,0,0,0,16,28,6,29,0.59,60,36,Excellent
24/02/17,6.3,26,15.4,0,0,0,0,25,39,9,43,0.76,45,43,Excellent
25/02/17,5.4,34,10.6,0,0,0,0,10,21,5,29,0.47,58,30,Excellent
26/02/17,5.6,39,7.2,0,0,0,0,27,45,9,49,0.76,41,44,Excellent
27/02/17,8.3,33,10.6,0,0,0,0,64,93,16,75,1.42,27,87,Good
28/02/17,10.1,20,16.1,1,0,0,0,14,29,6,32,0.52,58,34,Excellent
1/03/17,3.2,18,24.3,0,0,0,0,7,37,2,13,0.32,79,44,Excellent
2/03/17,5.9,28,7.6,0,0,0,0,36,73,11,50,0.81,40,61,Good
3/03/17,5.9,39,8.7,0,0,0,0,82,139,22,67,1.47,33,110,Lightly Polluted
4/03/17,6.9,30,9.8,0,0,0,0,83,107,24,68,1.54,47,112,Lightly Polluted
5/03/17,3.9,27,16.3,0,0,0,0,14,33,4,19,0.38,73,45,Excellent
6/03/17,3.1,27,19.6,0,1,0,0,16,44,5,34,0.61,48,44,Excellent
7/03/17,4.4,21,23.2,0,0,0,0,6,24,2,12,0.3,70,36,Excellent
8/03/17,9,16,23.9,0,0,0,0,9,29,2,20,0.39,68,35,Excellent
9/03/17,9.4,18,14.8,0,0,0,0,11,32,3,33,0.45,53,35,Excellent
10/03/17,11.8,20,7,0,0,0,0,30,60,10,59,0.79,41,55,Good
11/03/17,12.8,19,19.4,0,0,0,0,45,81,15,47,0.83,51,74,Good
12/03/17,6.8,15,11.9,0,0,0,0,6,27,2,11,0.26,79,41,Excellent
13/03/17,8.6,18,7,0,0,0,0,9,26,4,27,0.4,63,37,Excellent
14/03/17,9.1,23,9.1,0,0,0,0,17,44,6,38,0.52,52,42,Excellent
15/03/17,7.6,37,8.3,0,0,0,0,61,91,20,65,1.13,40,84,Good
