Month,Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG,Date,AQI Quality,AQI,AQI Ranking,PM25,PM10,So2,No2,Co,O3
May-17,18,28.8,36,19.7,-,47,0,6.4,9.8,21.7,28.7,,,,,18/05/17,Lightly Polluted,144,356,79,143,9,50,0.82,169
May-17,19,29,37,20,-,43,0,5.6,12.6,25.2,39.6,,,,,19/05/17,Lightly Polluted,145,351,83,152,8,39,0.79,153
May-17,20,28,35,19.9,-,45,0.76,-,11.7,21.7,39.6,,,,,20/05/17,Lightly Polluted,115,331,54,124,8,37,0.7,131
May-17,21,23.8,29,18,-,52,-,-,11.9,25.2,-,o,,,,21/05/17,Good,93,284,56,98,14,26,0.94,123
May-17,22,15.9,19,12,-,91,29.21,6,8.5,18,-,o,,,,22/05/17,Good,62,241,42,60,7,33,1.15,40
May-17,23,22.6,31,13,-,41,0,-,9.6,25.2,46.9,,,,,23/05/17,Excellent,48,157,17,37,3,28,0.36,96
May-17,24,26.6,34,13.6,-,26,0,-,14.6,32.4,46.9,,,,,24/05/17,Good,54,176,16,51,2,41,0.38,77
May-17,25,22.9,30,14,-,41,0,-,15.4,25.2,-,,,,,25/05/17,Good,70,232,20,82,5,37,0.53,90
May-17,26,22.7,29,14.7,-,43,0,-,8.1,14.4,32.4,,,,,26/05/17,Good,90,289,43,94,8,48,0.58,110
May-17,27,24.7,30.5,18,-,48,0,6.9,8.7,14.4,-,,,,,27/05/17,Lightly Polluted,110,312,65,116,19,45,1.29,154
May-17,28,29.4,37,20.3,-,40,-,-,14.6,32.4,53.9,o,,,,28/05/17,Lightly Polluted,150,359,87,137,15,34,1.36,167
May-17,29,21.1,25,18,-,61,-,11.4,8.5,14.4,-,o,,o,,29/05/17,Good,74,146,28,88,7,24,0.66,92
May-17,30,21.4,28,16,-,70,1.02,4.8,7,14.4,28.7,o,,,,30/05/17,Good,69,169,39,68,2,36,0.64,91
May-17,31,25.4,34,15,-,47,0,4.8,11.3,25.2,43.2,,,,,31/05/17,Lightly Polluted,117,331,65,105,3,43,0.75,115
Jun-17,1,25.4,31,16.2,-,29,0,-,13.5,21.7,-,o,,,,1/06/17,Good,69,213,22,56,3,27,0.6,113
Jun-17,2,17.5,22,11,-,54,-,-,10.9,21.7,35.9,o,,,,2/06/17,Good,59,175,22,65,11,36,0.94,53
Jun-17,3,22.1,28,12.6,-,39,0,-,9.8,18,43.2,,,,,3/06/17,Good,60,194,28,55,4,34,0.69,75
Jun-17,4,25.2,33,15.4,-,36,0,-,7.8,18,32.4,,,,,4/06/17,Good,95,354,45,89,9,47,0.63,111
Jun-17,5,24.6,29.1,17,-,43,2.79,8.9,9.6,28.7,46.9,o,,,,5/06/17,Lightly Polluted,108,361,63,113,15,59,0.91,119
Jun-17,6,16.9,19.5,14.7,-,84,0.51,7.2,6.1,10.7,25.2,o,,,,6/06/17,Good,55,247,35,46,2,23,0.5,81
Jun-17,7,23.7,32,14,-,46,0.51,6.4,8.5,25.2,50.4,o,,,,7/06/17,Good,78,302,45,53,2,29,0.6,85
Jun-17,8,25.2,35,15,-,39,0.25,11.3,9.1,32.4,35.9,o,,,,8/06/17,Good,54,144,23,53,2,51,0.55,63
Jun-17,9,28.1,39,17,-,29,0,-,14.6,32.4,53.9,,,,,9/06/17,Good,89,289,28,88,4,50,0.59,103
Jun-17,10,23.4,30,15,-,27,0,-,11.3,21.7,35.9,,,,,10/06/17,Good,65,263,20,70,10,31,0.77,83
Jun-17,11,23.9,30,15.6,-,30,0.51,-,8,18,-,o,,,,11/06/17,Good,79,298,31,83,6,46,0.64,88
Jun-17,12,22.9,26.7,19,-,41,-,-,10,18,-,o,,,,12/06/17,Good,71,283,33,78,15,43,1.08,92
Jun-17,13,21.9,27,16,-,56,10.67,-,10,18,35.9,o,,,,13/06/17,Good,68,255,39,62,4,41,0.81,98
Jun-17,14,28.6,37,16.1,-,31,0,-,11.3,21.7,46.9,,,,,14/06/17,Good,83,276,36,59,2,45,0.72,106
Jun-17,15,31.2,39,19,-,28,0,-,11.5,25.2,35.9,,,,,15/06/17,Lightly Polluted,104,295,37,89,3,44,0.59,150
Jun-17,16,31.7,39,23.5,-,28,0,-,14.6,28.7,43.2,,,,,16/06/17,Lightly Polluted,115,301,57,124,5,39,0.62,155
Jun-17,17,30.7,36,23.8,-,33,0,7.9,14.1,25.2,-,,,,,17/06/17,Lightly Polluted,134,341,79,155,10,36,0.87,177
Jun-17,18,26.8,35,20,-,52,0.51,9.5,13.9,25.2,43.2,o,,o,,18/06/17,Lightly Polluted,130,349,71,128,10,30,0.84,166
Jun-17,19,28.3,36,20,-,41,0,10.5,10.7,25.2,35.9,,,,,19/06/17,Good,91,317,35,58,2,25,0.57,146
Jun-17,20,28.4,34,21,-,44,0,-,9.8,14.4,35.9,,,,,20/06/17,Good,96,327,31,64,3,24,0.61,157
Jun-17,21,25.7,32,20,-,61,1.02,9.5,9.8,32.4,50.4,o,,o,,21/06/17,Lightly Polluted,101,332,49,83,7,28,0.86,151
Jun-17,22,20.2,22.1,18.6,-,93,63.5,5.1,8.1,32.4,-,o,,o,,22/06/17,Good,58,225,31,27,1,23,0.77,94
Jun-17,23,19.4,21.4,18,-,93,39.88,9.3,9.3,18,-,o,,o,,23/06/17,Excellent,46,132,18,11,2,18,0.66,85
Jun-17,24,22.4,27,17,-,73,26.42,10.1,9.1,18,-,,,,,24/06/17,Excellent,40,115,19,26,2,19,0.5,77
Jun-17,25,24.6,31.2,17.9,-,65,0,9.2,10.6,21.7,-,o,,o,,25/06/17,Good,63,233,25,44,2,30,0.5,84
Jun-17,26,28.9,35,19.8,-,51,0,8.4,8,18,-,,,,,26/06/17,Good,69,224,22,45,1,34,0.44,104
Jun-17,27,28.3,35,22.9,-,60,0,5.8,9.1,18,32.4,,,,,27/06/17,Lightly Polluted,135,356,69,106,5,39,0.79,150
Jun-17,28,28.7,34.3,23,-,64,-,5.5,8.3,14.4,32.4,o,,,,28/06/17,Lightly Polluted,138,359,94,124,7,40,1.17,154
Jun-17,29,29.1,34,24,-,58,0,4.8,10.2,18,39.6,,,,,29/06/17,Lightly Polluted,108,332,59,86,5,30,0.82,152
Jun-17,30,29.7,35,24.2,-,60,0,6.1,9.4,18,-,,,,,30/06/17,Lightly Polluted,127,359,71,111,2,36,0.84,159
Jul-17,1,29.9,35.5,24,-,61,0,5,8.9,18,32.4,,,,,1/07/17,Lightly Polluted,137,362,89,132,3,40,0.97,154
Jul-17,2,28.5,33.7,24,-,65,0,6,10,18,-,,,,,2/07/17,Moderately Polluted,157,362,93,122,6,31,1.08,157
Jul-17,3,27.6,31.8,22,-,70,2.54,6.9,7.6,18,-,o,,o,,3/07/17,Good,88,308,59,77,2,28,0.81,103
Jul-17,4,25.5,29,22,-,87,36.07,5.5,6.5,18,-,o,,o,,4/07/17,Good,73,270,48,55,2,37,0.8,88
Jul-17,5,28.1,31.6,24.5,-,74,0,5,10.2,18,-,o,,,,5/07/17,Lightly Polluted,117,363,82,92,2,36,1.02,116
Jul-17,6,23.4,27,21,-,91,38.35,4.3,10,32.4,50.4,o,,o,,6/07/17,Good,96,356,69,49,3,31,1.37,71
Jul-17,7,25.9,33.3,19,-,73,3.3,8.7,13.7,39.6,72,o,,o,,7/07/17,Good,65,274,31,38,2,18,0.73,113
Jul-17,8,27.9,32,20.6,-,73,3.05,9.2,7.2,14.4,-,,,,,8/07/17,Good,80,313,36,57,1,28,0.63,129
Jul-17,9,29.7,37,22,-,60,0,5.1,9.6,35.9,53.9,,,o,,9/07/17,Lightly Polluted,125,361,73,98,2,28,1.02,152
Jul-17,10,29.5,38,22,-,56,0,-,7.8,18,-,,,,,10/07/17,Good,80,301,24,52,2,30,0.5,124
Jul-17,11,29.3,34.7,24,-,68,-,7.7,6.5,10.7,-,o,,,,11/07/17,Lightly Polluted,118,344,43,88,3,40,0.78,171
Jul-17,12,31.7,35.2,24.8,-,67,0,-,10.2,18,-,,,,,12/07/17,Lightly Polluted,136,363,73,131,3,38,0.92,165
Jul-17,13,30.1,35.3,21,-,73,-,9,13.3,53.9,72,o,,o,,13/07/17,Lightly Polluted,101,343,65,93,3,24,0.74,131
Jul-17,14,27.8,33.9,24,-,79,0.51,10.5,10.6,25.2,43.2,o,,o,,14/07/17,Good,71,284,32,62,2,34,0.64,112
Jul-17,15,27.1,32,25,-,83,0.51,5.3,4.8,14.4,-,o,,,,15/07/17,Good,71,302,34,45,2,26,0.89,111
Jul-17,16,29.3,34,25,-,76,0.51,5.6,6.7,14.4,-,,,,,16/07/17,Lightly Polluted,110,365,63,84,2,34,1.11,123
Jul-17,17,28.7,32.9,26,-,79,0,6.4,7.2,14.4,-,o,,,,17/07/17,Good,84,339,53,71,2,28,1.01,105
Jul-17,18,27.7,32.1,26,-,86,0.51,5,7.6,28.7,-,o,,,,18/07/17,Good,87,344,62,80,2,26,0.89,91
Jul-17,19,29.1,32.4,26,-,80,0,5.5,7,10.7,-,,,,,19/07/17,Lightly Polluted,101,351,73,83,2,24,0.75,101
Jul-17,20,28.7,34,23,-,86,11.18,4.7,8.3,21.7,-,o,,o,,20/07/17,Lightly Polluted,127,361,96,113,2,29,0.78,104
Jul-17,21,22.7,25.2,21.2,-,88,2.79,10,8,21.7,39.6,o,,,,21/07/17,Excellent,43,121,22,24,2,24,0.67,60
Jul-17,22,25.1,27.6,21.4,-,80,0,10.5,5.7,14.4,-,,,,,22/07/17,Excellent,37,60,21,35,2,29,0.61,46
Jul-17,23,25.7,29,24,-,83,-,8.9,5,10.7,25.2,o,,,,23/07/17,Good,60,199,41,58,2,35,0.69,52
Jul-17,24,26.1,29.6,23,-,86,0,-,6.5,10.7,-,,,,,24/07/17,Good,60,206,40,57,2,38,0.76,26
Jul-17,25,26.6,30,21,-,72,-,-,8.7,18,-,o,,,,25/07/17,Good,58,184,31,48,3,31,0.81,71
Jul-17,26,21.5,25,20,-,85,1.78,10,7.2,21.7,-,o,,,,26/07/17,Excellent,41,60,21,33,2,29,0.68,62
Jul-17,27,25.3,30,21.2,-,80,1.52,-,7.2,14.4,21.7,,,,,27/07/17,Good,58,177,38,64,2,44,0.93,49
Jul-17,28,25.9,31,21,-,71,0,-,6.3,14.4,-,o,,,,28/07/17,Good,54,156,26,57,2,41,0.71,62
Jul-17,29,24.6,30,19,-,74,0,8,9.6,21.7,35.9,,,,,29/07/17,Good,63,234,31,59,2,37,0.66,79
Jul-17,30,26,31,19.5,-,70,0,5.1,8.3,14.4,-,,,,,30/07/17,Good,83,306,36,66,2,33,0.65,104
Jul-17,31,27.5,32,22.1,-,73,0,5.5,7.4,14.4,-,,,,,31/07/17,Lightly Polluted,128,356,75,100,2,34,0.92,143
Aug-17,1,28.2,32.2,24,-,78,0,6.9,8.5,14.4,-,,,,,1/08/17,Good,98,346,67,86,2,29,0.96,92
Aug-17,2,27,31,24,-,87,66.8,8.2,10.6,18,-,o,,o,,2/08/17,Good,51,234,33,50,3,24,1.04,47
Aug-17,3,30.6,37,24.4,-,66,66.04,9.2,10.7,18,46.9,,,,,3/08/17,Excellent,47,168,19,37,2,17,0.6,85
Aug-17,4,30.4,38,23,-,55,0,-,10.9,32.4,53.9,,,,,4/08/17,Good,68,254,20,43,2,34,0.54,92
Aug-17,5,27.6,34,22,-,74,4.57,8.2,8.5,25.2,43.2,o,,o,,5/08/17,Good,75,281,25,57,2,33,0.62,108
Aug-17,6,29.7,36,22,-,51,0,-,10.7,21.7,39.6,,,,,6/08/17,Good,53,167,16,33,2,27,0.47,87
Aug-17,7,29.6,36,24,-,56,0,-,8.3,18,-,,,,,7/08/17,Excellent,50,144,9,32,2,29,0.4,90
Aug-17,8,26.7,36,20,-,71,1.02,9.7,6.7,43.2,61.1,o,,o,,8/08/17,Good,96,353,27,67,2,37,0.64,121
Aug-17,9,24.9,30,21.9,-,82,1.02,7.9,5.9,10.7,-,o,,,,9/08/17,Good,59,246,21,34,2,23,0.54,103
Aug-17,10,28.1,32,24,-,76,0,4.8,8.3,14.4,-,,,,,10/08/17,Good,90,327,62,83,2,31,0.75,106
Aug-17,11,25.3,32,21,-,81,7.37,5.6,8.7,25.2,50.4,o,,o,,11/08/17,Lightly Polluted,123,358,89,98,2,36,1.14,88
Aug-17,12,22.7,24.1,21,-,92,48.51,8,9.4,18,28.7,o,,o,,12/08/17,Excellent,46,161,29,36,2,34,0.73,68
Aug-17,13,24.2,31,22,-,86,10.16,7.1,8.3,28.7,64.8,o,,o,,13/08/17,Good,60,277,39,50,2,34,0.87,49
Aug-17,14,26.4,31,22.2,-,76,0.51,7.4,7.2,14.4,-,,,,,14/08/17,Good,52,222,26,40,2,25,0.74,83
Aug-17,15,27.3,31,22.9,-,78,0,6.6,7.6,18,-,,,,,15/08/17,Good,77,317,52,73,3,30,0.91,94
Aug-17,16,23.9,32,20,-,85,4.57,6.9,7.6,32.4,53.9,o,,o,,16/08/17,Good,87,340,56,71,2,36,0.86,62
Aug-17,17,26.1,31,20.5,-,72,0,6.9,7,14.4,-,,,,,17/08/17,Excellent,48,176,21,34,2,26,0.67,73
Aug-17,18,24.8,30,22,-,84,21.34,7.4,6.5,35.9,-,o,,o,,18/08/17,Good,76,333,51,72,2,50,1.14,60
Aug-17,19,25.1,30,22,-,82,4.32,6.4,5.4,14.4,-,o,,,,19/08/17,Good,64,299,41,50,2,31,1,75
Aug-17,20,26.7,30,22,-,79,3.05,5,4.8,7.2,-,o,,,,20/08/17,Good,84,349,59,71,2,35,1.19,77
Aug-17,21,29.1,34,24.5,-,74,0,5.8,7,14.4,-,,,,,21/08/17,Lightly Polluted,103,359,68,92,2,36,1.04,108
Aug-17,22,26.2,30,23,-,89,18.29,4.5,8.9,21.7,-,o,,,,22/08/17,Lightly Polluted,104,361,77,94,2,33,0.93,67
Aug-17,23,27.2,33,22,-,74,17.53,-,9.4,28.7,53.9,o,,,,23/08/17,Excellent,48,177,10,28,2,25,0.51,81
Aug-17,24,24.9,32,15,-,47,0,-,14.3,35.9,46.9,,,,,24/08/17,Excellent,41,146,13,36,2,35,0.52,40
Aug-17,25,25.1,32,15,-,41,0,-,12.6,21.7,43.2,,,,,25/08/17,Excellent,38,102,8,34,2,35,0.41,38
Aug-17,26,24.3,28,18,-,53,-,12.6,10.4,35.9,57.6,o,,,,26/08/17,Excellent,50,229,13,53,2,46,0.52,29
Aug-17,27,17,19,16.9,-,97,27.43,6.6,8,18,-,o,,,,27/08/17,Excellent,35,81,16,27,2,27,0.52,55
Aug-17,28,21.1,28,13,-,60,25.91,-,9.1,28.7,-,,,,,28/08/17,Excellent,36,123,18,17,2,25,0.49,39
Aug-17,29,21.1,28,15,-,54,0,-,10.6,25.2,-,,,,,29/08/17,Excellent,43,207,14,45,3,34,0.47,41
Aug-17,30,23.1,28,15.6,-,70,0,6.9,7.8,10.7,-,,,,,30/08/17,Good,74,356,50,85,3,42,0.79,70
Aug-17,31,22.7,28,18,-,76,0,4.3,7.2,18,-,o,,,,31/08/17,Lightly Polluted,106,359,79,97,2,33,0.88,65
Sep-17,1,23.3,28,18.2,-,78,0,3.2,7.4,21.7,-,,,,,1/09/17,Moderately Polluted,177,366,134,149,2,38,1.39,71
Sep-17,2,23.2,29,17,-,74,0,4.7,9.1,18,-,,,,,2/09/17,Lightly Polluted,148,366,109,118,2,32,1.16,79
Sep-17,3,23.8,29,18.3,-,70,0,5.6,10,21.7,-,,,,,3/09/17,Good,77,319,55,77,3,29,0.77,87
Sep-17,4,24.1,28,20.1,-,70,-,5,8.5,18,-,o,,,,4/09/17,Lightly Polluted,117,366,87,111,3,34,0.9,93
Sep-17,5,25.3,30.5,19,-,44,0,-,15.4,32.4,50.4,,,,,5/09/17,Good,67,295,39,59,2,33,0.65,51
Sep-17,6,23.2,32,16,-,52,0,-,6.7,10.7,28.7,,,,,6/09/17,Excellent,47,190,14,47,2,40,0.48,56
Sep-17,7,25.2,32,18.8,-,66,0,5.5,5.9,10.7,-,,,,,7/09/17,Good,85,333,42,97,2,46,0.72,102
Sep-17,8,26.7,32,21.3,-,72,0,4.8,10.4,21.7,32.4,,,,,8/09/17,Lightly Polluted,139,364,106,134,2,58,1.08,51
Sep-17,9,25.2,29.7,22.4,-,80,0,5,8.9,14.4,-,,,,,9/09/17,Lightly Polluted,110,352,78,115,2,31,1.12,148
Sep-17,10,20.8,25.1,17,-,91,2.54,5.6,7.2,18,-,o,,o,,10/09/17,Lightly Polluted,121,364,90,104,3,40,1.14,56
Sep-17,11,20.9,30,13,-,57,0,-,8.1,21.7,32.4,,,,,11/09/17,Excellent,43,142,19,36,2,38,0.5,46
Sep-17,12,23.4,30,16.4,-,58,0,-,7,14.4,-,,,,,12/09/17,Excellent,50,128,19,55,1,41,0.5,59
Sep-17,13,24.1,30,19,-,75,0,6.3,6.1,14.4,-,,,,,13/09/17,Lightly Polluted,101,348,70,120,5,56,1.07,94
Sep-17,14,24.3,30,20,-,63,0,5.3,7.4,18,-,,,,,14/09/17,Lightly Polluted,125,365,86,125,4,47,1.03,89
Sep-17,15,21.3,28.2,17,-,77,-,5.6,5,10.7,-,o,,,,15/09/17,Good,83,312,58,98,3,59,0.84,59
Sep-17,16,21.3,29,13,-,74,-,4.8,5.9,14.4,25.2,o,,,,16/09/17,Lightly Polluted,116,355,87,124,3,60,1.04,74
Sep-17,17,20.4,30,13,-,50,0,-,7.2,14.4,-,,,,,17/09/17,Excellent,36,39,10,30,2,32,0.37,53
Sep-17,18,22.1,31,13,-,53,0,-,7.4,14.4,25.2,,,,,18/09/17,Good,61,134,21,70,2,53,0.55,62
Sep-17,19,20.8,31,10,-,36,0,-,14.6,35.9,50.4,,,,,19/09/17,Excellent,47,97,12,48,2,44,0.44,42
Sep-17,20,20.4,28.2,13,-,49,0,-,6.5,14.4,-,,,,,20/09/17,Excellent,47,150,12,51,2,44,0.41,47
Sep-17,21,22.3,29,15.3,-,61,0,-,9.4,32.4,-,,,,,21/09/17,Good,88,308,55,115,7,73,0.94,66
Sep-17,22,20.3,28,11,-,34,0,-,11.9,35.9,46.9,,,,,22/09/17,Good,69,245,24,90,2,38,0.46,53
Sep-17,23,20.7,27.7,13.4,-,64,0,6.6,6.7,14.4,-,,,,,23/09/17,Lightly Polluted,117,354,46,183,5,68,0.82,47
Sep-17,24,24.2,30,18.2,-,58,0,7.2,8.5,18,35.9,,,o,,24/09/17,Good,100,347,59,146,4,54,0.97,84
Sep-17,25,23,28,19,-,78,-,4.5,6.3,10.7,-,o,,,,25/09/17,Lightly Polluted,103,345,75,129,7,45,1.44,79
Sep-17,26,16.1,22.3,10,-,73,-,8.7,11.3,25.2,39.6,o,,,,26/09/17,Good,74,312,48,67,2,40,0.71,35
Sep-17,27,15.1,20.8,6,-,53,0,10.5,9.6,28.7,-,,,,,27/09/17,Good,53,238,26,58,3,47,0.92,14
Sep-17,28,16.1,24,6,-,27,0,-,12.4,28.7,46.9,,,,,28/09/17,Excellent,33,55,9,33,2,27,0.32,41
Sep-17,29,16.4,26,9.1,-,58,0,-,5.9,10.7,-,,,,,29/09/17,Good,74,288,40,95,3,67,0.72,34
Sep-17,30,19.2,24.4,13.9,-,78,0,4.5,7.2,14.4,-,,,,,30/09/17,Lightly Polluted,144,361,107,155,4,66,1.11,56
Oct-17,1,21.6,27,16.4,-,34,0,-,11.1,21.7,-,,,,,1/10/17,Lightly Polluted,111,352,73,91,1,47,0.75,52
Oct-17,2,12.8,17.2,9,-,73,0,15,6.9,14.4,-,o,,,,2/10/17,Excellent,42,159,12,44,3,32,0.5,24
Oct-17,3,13.3,20,5,-,51,0,-,6.9,10.7,28.7,,,,,3/10/17,Excellent,34,109,15,33,1,32,0.43,23
Oct-17,4,14.7,22,6,-,53,0,10,9.4,21.7,28.7,,,,,,,,,,,,,,
Oct-17,5,14.5,21,8.4,-,67,0,-,8.7,18,35.9,,,,,5/10/17,Good,74,346,53,77,4,38,0.72,45
Oct-17,6,16,23,10.8,-,74,0,5.6,6.1,14.4,21.7,,,,,6/10/17,Good,91,353,67,89,5,47,0.78,43
Oct-17,7,15.5,18,12.2,-,87,-,3.2,4.6,10.7,-,o,,,,7/10/17,Lightly Polluted,146,361,109,131,2,71,1.11,11
Oct-17,8,15.6,18,13,-,91,12.95,1.8,6.5,14.4,-,o,,,o,8/10/17,Moderately Polluted,168,363,126,91,2,67,1.26,5
Oct-17,9,11.7,15,9,-,92,51.82,8.2,13.1,25.2,32.4,o,,,,9/10/17,Excellent,45,179,29,10,2,29,0.64,20
Oct-17,10,9.5,12,6,-,87,3.81,11.3,7.8,18,-,o,,,,10/10/17,Excellent,19,6,5,8,2,18,0.33,31
Oct-17,11,10.9,17,6,-,70,1.27,11.4,7.4,14.4,25.2,o,,,,11/10/17,Excellent,22,15,10,20,2,26,0.41,22
Oct-17,12,9.6,16,3,-,72,0,12.2,7.2,18,35.9,o,,,,12/10/17,Excellent,35,141,19,35,2,37,0.49,22
Oct-17,13,12.2,20,5.8,-,57,0,-,9.1,18,-,,,,,13/10/17,Good,53,234,35,53,1,45,0.75,22
Oct-17,14,10.9,15,7.7,-,68,0.76,10.6,8.3,18,-,o,,,,14/10/17,Excellent,34,82,14,32,3,41,0.61,18
Oct-17,15,11.7,17,8,-,80,0.25,6.3,6.5,14.4,-,o,,,,15/10/17,Good,64,266,46,52,2,38,1.01,21
Oct-17,16,12.2,18,8,-,64,0,8.7,5.6,10.7,-,,,,,16/10/17,Good,56,237,38,51,3,39,0.92,29
Oct-17,17,14,16.8,8.5,-,81,1.27,5.3,5,10.7,-,o,,,,17/10/17,Good,92,319,68,80,2,46,1.19,25
Oct-17,18,12.2,13.7,10,-,97,2.54,2.6,5.7,10.7,-,o,,,o,18/10/17,Good,90,326,67,22,2,44,1.18,17
Oct-17,19,13.9,19,10,-,84,1.52,3.7,6.3,18,-,,,,o,19/10/17,Good,74,261,53,20,1,36,1.16,24
Oct-17,20,13.1,19,9,-,89,0,3.1,5.9,10.7,-,,,,o,20/10/17,Lightly Polluted,123,325,93,47,2,44,1.36,25
Oct-17,21,14.3,19,9.5,-,70,0,7.4,8.1,18,-,o,,,,21/10/17,Lightly Polluted,103,308,75,57,2,36,1.31,36
Oct-17,22,9.9,14,5,-,80,0,11.4,5.2,14.4,-,,,,,22/10/17,Good,54,115,37,47,3,41,0.89,16
Oct-17,23,10.8,18,4,-,68,0,8,5.7,14.4,-,,,,,23/10/17,Excellent,49,91,34,43,2,36,0.66,24
Oct-17,24,11.4,18,5.6,-,78,0,5.5,5.6,14.4,32.4,,,,,24/10/17,Good,90,263,66,76,2,44,0.91,30
Oct-17,25,11.8,15,6.9,-,88,0,2.7,3.9,10.7,-,,,,o,25/10/17,Lightly Polluted,141,350,106,58,2,52,1.27,16
Oct-17,26,11.7,15.3,8.6,-,91,0,2.1,3.7,7.2,-,,,,o,26/10/17,Moderately Polluted,195,360,149,17,2,65,1.56,11
Oct-17,27,12.7,18,8.6,-,84,0,2.4,7,18,-,,,,o,27/10/17,Heavily Polluted,217,352,166,0,2,65,1.54,20
Oct-17,28,9.2,15,2,-,30,0,-,23.2,43.2,57.6,,,,,28/10/17,Good,78,172,47,48,1,26,0.66,38
Oct-17,29,9.1,15,-1,-,26,0,-,17.2,28.7,53.9,,,,,29/10/17,Excellent,27,4,7,21,2,24,0.34,39
Oct-17,30,7.4,17,-0.4,-,45,0,-,7.2,14.4,35.9,,,,,30/10/17,Excellent,40,31,17,41,3,44,0.53,24
Oct-17,31,8,14,1.7,-,68,0,6.8,6.1,10.7,-,,,,,31/10/17,Good,83,229,56,98,4,69,0.94,7
Nov-17,1,10.4,19,3,-,55,0,-,6.1,18,-,,,,,1/11/17,Good,88,193,63,99,2,76,1.01,12
Nov-17,2,10.8,20,1,-,44,0,-,10,32.4,50.4,,,,,2/11/17,Good,75,113,50,84,5,55,0.91,27
Nov-17,3,4,12,-3,-,49,0,-,6.9,14.4,-,,,,,3/11/17,Excellent,28,4,7,27,2,27,0.34,39
Nov-17,4,5.4,14,-1.7,-,62,0,8.2,5.9,14.4,32.4,,,,,4/11/17,Good,56,102,33,60,3,51,0.73,22
Nov-17,5,6.1,13,2,-,79,0,5.3,5.4,10.7,-,,,,,5/11/17,Lightly Polluted,131,329,98,118,5,67,1.23,17
Nov-17,6,7.8,15,3,-,78,0,3.4,4.8,10.7,-,,,,,6/11/17,Moderately Polluted,200,356,151,136,4,67,1.48,25
Nov-17,7,9.9,20,1,-,40,0,4,15.4,35.9,57.6,,,,,7/11/17,Lightly Polluted,129,265,86,74,2,43,0.93,35
Nov-17,8,7.3,14,2,-,55,0,9.8,7.4,14.4,28.7,,,,,8/11/17,Excellent,41,53,18,42,5,48,0.79,19
Nov-17,9,9.6,13,4.1,-,62,0,7.2,10.2,43.2,61.1,,,,,9/11/17,Good,75,179,50,89,5,61,1.34,8
Nov-17,10,5.4,12,-2,-,30,0,-,24.8,53.9,75.6,,,,,10/11/17,Excellent,40,28,9,39,2,15,0.31,49
Nov-17,11,2.2,9,-3,-,50,0,-,6.7,18,28.7,,,,,11/11/17,Excellent,35,38,16,34,3,34,0.42,24
Nov-17,12,3.4,10,-2,-,58,0,-,7,25.2,-,,,,,12/11/17,Good,75,253,53,89,5,61,0.97,7
Nov-17,13,6.1,12,-4,-,21,0,-,23,35.9,61.1,,,,,13/11/17,Good,63,165,26,71,2,30,0.62,38
Nov-17,14,0.7,7,-7,-,28,0,-,15.6,32.4,53.9,,,,,14/11/17,Excellent,30,10,9,27,2,23,0.44,39
Nov-17,15,-0.2,6,-5,-,35,0,-,6.7,14.4,-,,,,,15/11/17,Excellent,38,54,14,36,2,35,0.51,35
Nov-17,16,1.1,8,-4.1,-,48,0,-,7.4,39.6,-,,,,,16/11/17,Good,76,213,55,83,9,69,1.29,10
Nov-17,17,1.1,6,-6,-,19,0,-,30.4,39.6,57.6,,,,,17/11/17,Good,57,154,24,59,4,32,0.67,40
Nov-17,18,-1.1,5,-8,-,30,0,-,12.2,25.2,39.6,,,,,18/11/17,Good,54,224,34,54,5,31,0.58,38
Nov-17,19,-2.3,5,-8,-,53,0,6.9,5.9,14.4,-,,,,,19/11/17,Lightly Polluted,115,346,86,114,8,69,1.27,8
Nov-17,20,0.7,10,-6.4,-,45,0,6.8,5.9,14.4,-,,,,,20/11/17,Lightly Polluted,135,342,101,128,10,83,1.82,11
Nov-17,21,4.3,10,-5,-,35,0,4.7,16.5,39.6,57.6,,,,,21/11/17,Moderately Polluted,166,354,119,161,11,85,1.83,20
Nov-17,22,3.2,8,-2.3,-,21,0,-,21.1,39.6,57.6,,,,,22/11/17,Excellent,35,45,7,33,2,16,0.33,52
Nov-17,23,2.1,7,-4.2,-,24,0,-,18.9,43.2,64.8,,,,,23/11/17,Excellent,31,16,6,28,2,19,0.37,43
Nov-17,24,1.9,7,-5,-,30,0,-,10.4,25.2,39.6,,,,,24/11/17,Excellent,40,49,18,44,5,31,0.53,33
Nov-17,25,2.6,9,-4,-,42,0,-,12,50.4,61.1,,,,,25/11/17,Good,63,128,39,74,7,57,0.97,16
Nov-17,26,-1.2,4.8,-6,1029.8,33,0,23,8.9,18,-,,,,,26/11/17,Excellent,36,27,10,27,2,22,0.39,49
Nov-17,27,-0.7,5,-5,-,69,0,-,5.9,10.7,-,,,,,27/11/17,Good,91,236,67,92,9,69,1.37,8
Nov-17,28,0.1,7,-5.4,-,23,0,-,20.9,39.6,61.1,,,,,28/11/17,Good,75,127,39,78,4,39,0.86,36
Nov-17,29,-4.3,1,-10,-,34,0,-,7.8,14.4,25.2,,,,,29/11/17,Excellent,34,15,12,32,3,32,0.48,33
Nov-17,30,-1.8,4,-10,-,31,0,-,13.7,25.2,50.4,,,,,30/11/17,Excellent,45,116,22,46,6,41,0.68,28
